customer_id,first_name,last_name,gender,date_of_birth,email,phone_number,join_date,city,state,income
55,Cynthia,Weber,Male,1998-04-09,scottharrison@hotmail.com,490-581-4770x0541,2016-12-30,Fordside,West Virginia,33466.25
56,Paula,Cole,Male,1994-07-27,cassidy82@hayes.com,203.778.8925x54665,2016-05-08,Cameronville,Oklahoma,40208.23
57,Erika,Mitchell,Female,1988-09-16,christopher25@ponce-hale.biz,(914)865-2816,2024-02-10,Andrewport,Idaho,102450.93
58,Stephanie,Peterson,Female,1991-08-06,jeremytaylor@gmail.com,188-805-9296x2229,2018-04-11,Williamsstad,Utah,26603.86
59,Jennifer,Montes,Female,1981-01-04,pyoung@yahoo.com,359.774.6886x2392,2019-09-18,Lake Timothystad,Oklahoma,37006.56
60,Sarah,Dawson,Female,1974-07-26,christopher24@whitehead-hernandez.biz,375-060-6853,2022-01-11,West Jeffreymouth,Connecticut,92917.89
61,Mary,Santos,Male,1993-04-24,benjaminlowery@horton-taylor.info,901.043.2898x614,2019-07-03,Davidbury,Nebraska,90926.74
62,Danielle,Dean,Female,1943-09-26,bcarlson@robertson.biz,9539621851,2024-05-29,South Morganton,South Dakota,60073.59
63,Paul,Brooks,Male,1990-04-25,kristina53@sandoval.com,(058)527-7221,2023-03-31,West Jamesborough,Arizona,33363.17
64,Leslie,Collins,Female,1966-07-23,benjamin34@yahoo.com,001-054-156-6765x27758,2019-12-31,Lake Rogerchester,Rhode Island,50775.85
65,Wanda,White,Male,1959-06-14,millerdonna@yahoo.com,962.757.0596x401,2022-05-16,Williamburgh,Alaska,23222.23
66,Douglas,Lawson,Female,1992-08-17,martinezjoel@hotmail.com,(569)092-7557x192,2024-06-19,Raymondview,Kansas,115557.48
67,Susan,Johnson,Male,1952-02-14,hmcintyre@yahoo.com,001-473-947-3121x72715,2021-05-15,New Amberport,Hawaii,133381.68
68,Jennifer,Ho,Female,1982-11-09,william13@young.com,(895)782-9114x678,2022-06-13,Morrowland,Florida,59674.81
69,Teresa,Day,Male,1970-01-30,david89@gmail.com,001-268-018-2422x53584,2016-10-20,Jamesside,Louisiana,56218.40
70,David,Turner,Male,1975-10-06,brittanycarpenter@hopkins.org,900-109-4396x90784,2020-08-07,Sanchezfurt,Maryland,71958.19
71,Shawn,Barker,Female,1950-03-21,nwashington@yahoo.com,+1-255-562-5881x537,2017-07-18,Shannonberg,Connecticut,43213.82
72,Brent,Dougherty,Female,1998-04-07,sydneybarrera@yahoo.com,001-532-787-7470,2016-12-28,Wagnerbury,Indiana,122235.66
73,Brandy,Williams,Female,1958-08-10,amitchell@gmail.com,(245)650-6098x35841,2022-01-12,Duranview,South Carolina,94956.45
74,Erin,Wilson,Female,2005-10-24,vbrooks@mcmillan.net,(800)025-7872x9825,2020-11-17,South Vicki,West Virginia,124846.41
75,Megan,Wheeler,Male,1973-12-25,thomas05@yahoo.com,+1-169-409-7499x30972,2024-05-18,Hernandezbury,Arizona,62926.00
76,Ashley,Graves,Female,1952-06-10,jedwards@vaughn-jenkins.org,028.385.7865x2785,2024-10-02,Ericaview,South Carolina,85925.93
77,Todd,Bernard,Female,1958-06-12,shellyhendrix@yahoo.com,001-375-758-4419x866,2021-05-01,West Bobby,Virginia,44939.21
78,Christian,Bradshaw,Female,1984-02-06,ilewis@yahoo.com,-4496,2019-06-03,North Robertfort,Connecticut,59123.48
79,Erin,Taylor,Male,2005-02-04,edelgado@santos-avila.com,401-938-0262x06724,2016-02-05,West Ashleyville,Michigan,98866.00
80,Justin,Hays,Female,1976-06-06,melissamcdonald@gmail.com,527-420-5493,2018-06-12,Wilcoxhaven,Massachusetts,81514.20
81,Christopher,Caldwell,Male,1952-01-13,pmorris@green.info,001-454-990-4530x17426,2024-01-04,Hannahport,Mississippi,100503.90
82,Christina,Robinson,Male,1948-07-19,spencerzhang@yahoo.com,(878)339-1878x51910,2024-10-10,New Amanda,Hawaii,49203.29
83,Mark,Meyer,Male,1947-05-16,gdavis@stokes-chavez.net,(790)874-0640x39106,2021-04-27,New Virginialand,New Mexico,99465.62
84,Anthony,Ortiz,Male,1991-10-15,ybrooks@kane-knox.biz,825-128-6823,2015-07-09,West Stevenside,Nevada,113384.97
85,Amanda,Morrow,Female,1956-04-20,eric31@gmail.com,+1-690-331-1907x90306,2022-12-05,New Jeff,Wyoming,20720.83
86,Brian,Gordon,Male,1959-02-22,barbara53@walter-odom.net,644.089.2687,2016-04-04,Shellyfurt,North Dakota,110468.53
87,Lucas,Butler,Female,1949-08-12,iwhite@yahoo.com,342.708.6688,2017-09-28,Sanchezborough,Michigan,79340.04
88,Deborah,Nielsen,Female,1997-02-08,nicholsmaria@gmail.com,699-013-9837x354,2015-09-21,East Suzanne,Delaware,143505.15
89,Julie,Webster,Female,2001-09-08,randyallen@rowe-james.net,+1-544-587-7175x3556,2016-03-28,Lake Dustin,Kentucky,127973.99
90,Angela,Silva,Female,1988-06-15,elijah53@yahoo.com,001-378-547-7725,2018-05-04,Lake Amy,Idaho,53694.90
91,Sabrina,Weaver,Male,1983-02-19,combscharles@williams.com,203-875-0997,2023-10-05,North Amandachester,Alabama,82997.61
92,Alvin,Bowen,Male,1975-12-01,shawheidi@yahoo.com,(118)233-9845,2020-01-04,Millerfurt,New Jersey,55322.96
93,Annette,Branch,Female,1954-10-30,valdezmichele@gmail.com,666-870-0217,2022-11-04,Arielville,North Dakota,69794.59
94,Samantha,Hall,Male,2000-10-16,brandon14@hotmail.com,001-025-039-2614,2018-03-23,New Mary,Missouri,90539.45
95,Erica,Fernandez,Female,1965-07-31,masonterri@davis.com,999-650-4773x58662,2025-06-05,Millerport,Kansas,120073.45
96,Jennifer,Miller,Male,1949-12-15,jodistewart@gmail.com,047-541-2126,2023-02-05,Garcialand,Minnesota,20766.49
97,Angela,Carlson,Female,1992-11-03,asmith@yahoo.com,001-183-982-6224x44721,2018-04-21,Hillport,New Mexico,128644.73
98,Kirsten,Ward,Male,2003-09-18,mwheeler@rodriguez-torres.biz,965-756-9245x93752,2022-03-27,Kellyfort,Oregon,70551.44
99,Kimberly,Nguyen,Female,1958-07-14,daniel93@hotmail.com,-5183,2017-10-29,Johnberg,Virginia,147493.86
100,Rodney,Bennett,Male,1970-01-07,sferguson@yahoo.com,-4497,2016-03-19,Rasmussenmouth,Nevada,30913.17
101,Daniel,Garcia,Female,1954-07-26,dbrooks@chapman.com,146.112.5457x3875,2023-07-24,South Jennifermouth,Massachusetts,69283.50
102,Carlos,Williams,Male,1987-10-30,sweeneydeborah@marsh.net,(825)867-3622,2022-10-24,Johnsonborough,New Hampshire,56173.36
103,Brittany,Price,Female,1987-06-02,joshuapadilla@ray.com,(537)147-8596x969,2017-05-27,Michaelmouth,South Carolina,90124.48
104,Gerald,Nunez,Female,1993-12-10,powerslawrence@gmail.com,125-286-6929x6627,2024-08-08,New Garrett,Maine,25233.56
105,Donald,Edwards,Male,1970-02-24,stephanie72@ochoa.net,+1-767-677-2190x3404,2019-04-15,Garymouth,Oregon,39809.70
106,Julia,Cannon,Male,1976-11-13,adamsamy@weaver-sherman.info,-8151,2022-12-06,Port Lisaborough,West Virginia,80454.42
107,Brianna,Bell,Female,1987-10-29,christinaglover@gmail.com,9584982544,2025-03-15,Stephaniehaven,Utah,117230.33
108,Lisa,Taylor,Male,1990-07-03,riddlemichelle@gmail.com,001-232-536-7294x667,2016-09-29,South Zacharyview,Vermont,95229.02
109,Sharon,Wood,Female,2004-02-15,brandi17@hotmail.com,+1-518-636-3745x45892,2025-02-02,Kramerton,Arizona,142391.18
110,Cory,Bowers,Male,1970-09-25,nobleeric@smith-rubio.com,001-242-415-4152x064,2019-06-11,Riosville,Alabama,33247.17
111,Jason,Miller,Female,1979-11-10,ssmith@montoya-mcneil.biz,001-271-361-1155x426,2017-09-22,North Alyssa,Alabama,147899.77
112,Chelsey,Martin,Male,1963-05-11,samanthajensen@heath-miller.com,(196)565-2341,2019-09-07,Kimberlytown,Texas,85774.90
113,Nancy,Harris,Female,1980-10-05,,364.037.6137x91805,2020-11-04,South Michelle,Oregon,76358.04
114,Robert,Payne,Female,1951-03-21,smithcarlos@yahoo.com,006.848.6661,2024-08-03,West Christopher,Colorado,76613.33
115,William,Harris,Female,1994-06-13,peter14@kim.com,617-990-4210,2017-10-17,East Tylerstad,North Dakota,80433.59
116,Zachary,Carson,Female,1957-02-06,david41@rogers.com,149.177.8507x92524,2017-03-18,East Joycetown,Arizona,56260.67
117,Michele,Smith,Female,1942-08-03,patrick22@gmail.com,-5194,2017-06-28,East Jeffreyhaven,Arizona,69268.61
118,Stephanie,Jones,Male,1971-02-09,mark87@gmail.com,(349)493-7597x383,2018-01-08,South Andrewside,Minnesota,66127.25
119,Cynthia,Steele,Female,1940-02-11,blakenicholas@hotmail.com,001-413-836-7024x1038,2022-06-27,Stephenland,Pennsylvania,55914.91
120,Cody,Anderson,Male,1995-04-05,vargasbryan@hotmail.com,(344)565-5743,2016-09-24,East Kimberly,Pennsylvania,72835.66
121,Daniel,Garcia,Male,1970-01-20,richard85@gmail.com,474.112.4903x521,2019-09-07,Randyton,Utah,123081.27
122,Kent,Wilkins,Male,1951-04-17,jbond@pierce.com,003-236-5199,2019-11-12,North Wendyborough,Tennessee,106314.80
123,Scott,Anderson,Female,2001-01-18,williamssteven@gmail.com,001-667-066-2532,2020-02-20,Seanberg,Arizona,116971.61
124,Christina,Jensen,Female,1983-07-05,jjenkins@yahoo.com,1462638380,2021-12-19,Timothyfort,Minnesota,49969.95
125,Roberta,Shaw,Male,1965-11-21,anthonyharper@gmail.com,001-407-859-3213x34803,2025-04-03,Kellyburgh,Idaho,109721.26
126,Joel,Stewart,Male,1989-09-08,warnermichael@hotmail.com,001-293-784-2701,2016-06-01,New Jeffery,North Dakota,146958.91
127,Timothy,Rivera,Female,1981-04-02,matthewthompson@brown-hernandez.com,001-185-156-9154x52267,2020-11-09,Lake Tanya,Vermont,66914.54
128,Pamela,Austin,Female,1963-09-28,,926.442.2096,2025-02-11,East Carriebury,South Dakota,146658.34
129,Ariana,Zuniga,Female,1949-01-11,youngtoni@gmail.com,+1-157-043-3154x1006,2022-12-01,Costachester,New York,83814.23
130,Nicole,Bell,Male,1965-01-01,kkramer@chang.com,054-115-2621x8159,2023-09-03,South Sherriburgh,Rhode Island,43967.28
131,Pamela,Moore,Male,1946-05-08,terriortiz@hotmail.com,001-844-431-0698x7205,2015-07-11,Millerfort,Illinois,28494.65
132,Collin,Clark,Female,1982-11-21,wellsdarrell@yahoo.com,741.862.5652x7047,2023-05-16,Jeremyview,Oregon,39395.69
133,Bryan,Goodwin,Female,1984-11-18,barnettlindsey@arellano-lawrence.net,6868793741,2022-03-06,New Ashleyhaven,Oregon,74102.62
134,Erica,Oliver,Male,1947-08-24,stacyjackson@gmail.com,206.163.2945,2016-08-07,South Angelaside,Massachusetts,58655.91
135,Melissa,Stone,Female,2001-11-15,jrodriguez@knight.com,914-856-4679,2023-07-05,East Joshuaberg,South Carolina,116211.61
136,Charlotte,Steele,Male,1942-02-05,hannah07@yahoo.com,(054)447-1324x754,2022-07-20,East Scottchester,West Virginia,51182.47
137,Todd,Black,Male,1964-11-26,cameronmckinney@taylor-york.org,2330307053,2020-02-14,Madisonhaven,Montana,81088.62
138,Cynthia,Martinez,Male,1941-07-16,tracy72@matthews-bailey.com,140-602-9333x346,2024-03-11,Port Kimberlytown,New Mexico,79024.07
139,Rhonda,Holland,Male,1980-05-14,johnnytrujillo@marquez-fletcher.com,(657)437-4896x91085,2025-01-04,Kennethville,New Mexico,105953.80
140,Caleb,Mcneil,Male,1983-01-20,jose43@gmail.com,309.652.0744x66609,2025-03-11,West Jessica,Iowa,138093.49
141,Gina,Little,Male,1971-11-01,megan82@yahoo.com,724-825-1353,2020-09-07,Frenchmouth,Mississippi,117364.50
142,Jorge,Carter,Female,1997-05-21,obrown@carpenter.com,168.460.2235x69725,2018-07-12,South Marvinburgh,Massachusetts,72326.11
143,Cynthia,Smith,Female,1958-01-27,barbaramoore@anderson.biz,(676)008-3505x8300,2019-09-11,Lake Natalie,Maryland,25181.90
144,David,Reyes,Female,1979-07-09,cameronwilliams@yahoo.com,898.562.5753x260,2019-05-07,Lake Traci,Indiana,49760.17
145,Jessica,Lawrence,Male,1950-12-17,jennifer06@scott.com,+1-100-167-6184x72304,2022-08-15,Lake Abigailberg,Nebraska,25230.12
146,Maria,Garcia,Male,1988-05-16,daniel17@lynch.net,564.208.7375,2019-06-14,North Emilyville,Oregon,43593.59
147,Elizabeth,Hernandez,Female,1945-08-04,conwaydawn@hinton-phillips.info,1204556110,2015-08-17,Lake Deborah,Michigan,65234.94
148,Michael,Kim,Female,1981-10-10,watsonmatthew@gmail.com,(674)676-2120x2169,2023-09-03,Whitefurt,Wyoming,73513.86
149,Michael,Johnson,Female,1986-01-14,hknapp@alexander-brown.com,8993588916,2019-09-09,Reedfurt,Georgia,91512.56
150,Mary,Grant,Female,2006-09-05,schneidereric@christian-booth.com,001-753-540-8386x63177,2025-03-17,Millerfort,New Hampshire,120431.23
151,Leslie,Hooper,Male,1990-03-05,powellbarry@smith.org,+1-488-375-5037x5899,2023-07-05,Jenniferville,Connecticut,44385.73
152,Katherine,Walker,Female,1962-09-09,amy51@gmail.com,(726)149-3316,2019-02-16,Summersborough,Virginia,26709.53
153,Matthew,Sherman,Female,1942-08-16,lellis@taylor.com,-3741,2020-12-07,Barnesbury,Louisiana,110772.50
154,Raymond,Cooper,Male,1959-06-24,devonmorrison@hotmail.com,485.833.3945x22885,2017-06-04,Annashire,Oregon,112271.77
155,Sherri,Mckinney,Female,1985-05-05,hstokes@gmail.com,6200342442,2016-07-07,Jamesside,Arizona,148993.43
156,Michael,Chavez,Male,1981-05-21,yyoung@roberts.biz,(580)043-9735x98933,2020-06-18,Thompsonland,Idaho,84788.82
157,Sydney,Moss,Female,1947-08-01,pattersonangela@gmail.com,(940)572-0259,2016-04-29,Tracyshire,Oklahoma,147431.80
158,Michael,Bowers,Male,1961-02-02,abigailhartman@perry.biz,533-555-4398,2023-07-16,North Elizabethmouth,Kansas,97919.09
159,Rebecca,Austin,Male,1981-09-23,flemingmanuel@cruz.com,8588770435,2024-03-15,North Garyside,Ohio,73942.52
160,Adrian,Jones,Female,1985-01-28,nhouston@poole.biz,+1-120-750-1102x4819,2019-05-02,Rickeymouth,South Dakota,96301.90
161,Richard,Stewart,Female,1965-12-19,maychristine@richards.net,449-147-6607,2018-02-13,East Julie,Ohio,63217.19
162,Kenneth,Walters,Female,1959-09-29,spencerangela@gmail.com,996881435,2019-01-23,Whiteheadhaven,Georgia,110674.80
163,Eugene,Walker,Female,1996-04-06,dannylambert@hotmail.com,8781414139,2023-10-01,Michaelbury,Connecticut,116811.67
164,Justin,Jones,Female,1952-08-17,nhayes@hotmail.com,929-955-6205x3364,2021-07-29,Lake Jessica,New Mexico,147506.36
165,Steven,Howard,Female,1960-03-31,thompsoncatherine@yahoo.com,(834)110-8099,2022-05-09,North Andrea,Ohio,63159.31
166,Patricia,Fernandez,Male,1983-12-16,philip94@marshall.com,(580)392-8272x2992,2023-09-08,Billyfort,Iowa,79400.65
167,Bryan,Wood,Male,1942-05-17,paul70@hooper.com,001-844-989-2665x918,2019-09-28,Kaufmanbury,North Dakota,81033.78
168,Richard,Roth,Female,1962-12-09,aeaton@hotmail.com,(723)184-3222,2021-08-15,Lake Jerrymouth,Washington,130729.49
169,Daniel,Leonard,Female,1972-01-22,deborahjenkins@williams.org,(280)920-2428,2022-05-11,Lake Jessicaport,Colorado,83433.17
170,Jay,Obrien,Male,1971-07-17,jeffreyjenkins@gmail.com,001-298-425-7991,2019-05-16,Cruzville,Alaska,57359.27
171,James,Heath,Male,1973-10-12,catherinethompson@hotmail.com,+1-088-117-2980x686,2021-10-05,Lake Alyssabury,New Mexico,102387.22
172,Kristine,James,Male,1979-07-18,eanderson@kent.com,+1-864-300-9818x063,2020-10-31,Coxberg,Nevada,25978.83
173,Denise,King,Male,1997-08-22,cheryl63@yahoo.com,-8908,2021-04-26,Fitzgeraldville,West Virginia,89051.62
174,Jerry,Logan,Male,2004-01-21,lewisrichard@owen-mendez.com,(601)279-6114,2019-03-27,Christopherton,Washington,100562.35
175,Patrick,Joyce,Male,1981-03-29,bautistalori@hotmail.com,703.843.0988x3920,2021-07-31,Lake Aaron,Hawaii,102927.60
176,Christopher,Hill,Female,1966-08-22,msullivan@hotmail.com,,2015-09-21,North Andreaside,Pennsylvania,137157.23
177,Michael,Richmond,Male,1958-04-11,shawnpowell@green.net,818-451-8489,2019-09-19,Churchshire,New Mexico,58890.05
178,Kayla,Todd,Female,2004-11-14,bmosley@yahoo.com,416-335-6588,2015-08-17,Johnland,Montana,149918.56
179,Emily,Nicholson,Female,1944-08-19,nedwards@adams.com,333.433.3395x2111,2023-11-04,Port Mercedeston,New Mexico,58463.41
180,Nathan,Stewart,Female,2000-07-29,wwhite@hotmail.com,639-208-6780x856,2018-06-08,Brayhaven,New Jersey,21052.74
181,Leslie,Smith,Male,1985-05-01,ucarpenter@salazar-green.net,347-955-2763x655,2022-04-11,Shannonshire,Florida,137381.54
182,Tiffany,Parks,Male,1994-11-12,linda86@gonzalez-marsh.com,026.728.8574x4890,2022-03-28,Lake Frankborough,Kentucky,100715.85
183,Thomas,Soto,Male,1970-01-27,michael88@yahoo.com,(061)593-9982x455,2024-02-22,Hamptonmouth,Colorado,60161.27
184,Patrick,Mitchell,Female,1982-06-13,daniellemcfarland@welch-duncan.com,253-554-4964,2023-01-11,Juliehaven,New Hampshire,138251.62
185,Robert,White,Female,1941-01-12,ebonyshepard@brady.com,780-068-1149,2018-02-06,Lake Sarahfurt,Maryland,90123.01
186,Jerome,Rojas,Female,1969-08-13,alisonjackson@alvarado.info,848.728.2997x968,2024-07-16,Reginafort,Ohio,53406.11
187,Jeremy,Davis,Female,1960-05-30,tgreen@gmail.com,8254780774,2015-08-13,Yatesbury,Alabama,124550.23
188,Amy,Lopez,Female,1999-06-29,twright@hotmail.com,+1-663-416-3894x4846,2018-08-29,East Derrickville,South Dakota,131818.28
189,Stanley,Chavez,Female,1987-02-16,malikhernandez@hotmail.com,2144270312,2015-09-17,Robinsonchester,Maryland,122788.66
190,Kristi,Jimenez,Male,1964-09-25,riveramegan@gmail.com,4618723460,2017-07-14,South Kelsey,New Hampshire,117371.51
191,John,Vang,Female,1953-01-05,boydtina@yahoo.com,(452)088-1474x3503,2017-05-19,Lake Ryan,Alabama,34084.99
192,Gary,Hill,Male,1947-08-08,albertwilliams@hotmail.com,925.132.7195x0052,2024-08-01,East Tonymouth,Oklahoma,62640.82
193,Kristina,Sherman,Male,1994-04-11,andrewgray@hotmail.com,(407)784-8739,2018-08-20,Mariomouth,Louisiana,111140.03
194,Mikayla,George,Female,1998-01-08,schmidtshannon@weaver-gibson.net,(209)593-5186x3878,2018-01-30,Marcusmouth,Delaware,149470.56
195,Cole,Hopkins,Male,1942-06-10,morganharris@lee-johnson.biz,+1-789-940-5391x03717,2016-06-29,Angelachester,Mississippi,78973.69
196,Laura,Brown,Female,1981-06-10,navarromary@gmail.com,811.386.3383,2025-02-27,New Kara,Nebraska,105139.85
197,Julie,Miranda,Female,1978-09-11,bpark@gmail.com,(286)852-8975,2020-10-27,Meganchester,Wisconsin,109736.49
198,Cynthia,Mckenzie,Male,1961-06-21,nicholaspierce@king.biz,490824043,2019-02-11,Andrewview,Oklahoma,32916.10
199,William,Duncan,Female,1978-05-11,johnsonmichael@baker.com,441.969.3157,2018-05-27,Petersenshire,Connecticut,71758.15
200,Caitlin,Evans,Male,1989-03-10,deleonsandra@yahoo.com,(661)390-6048x058,2025-01-26,West Wayne,Iowa,31917.55
201,Eric,Nunez,Male,2007-05-01,kmullins@hotmail.com,364-622-5179,2016-04-19,Bakerfurt,North Carolina,122283.30
202,Ryan,Wolfe,Male,1991-04-26,fhansen@pearson-gonzalez.org,001-833-146-5911x6655,2018-09-13,Melvintown,Wyoming,127876.32
203,Kevin,Huerta,Male,1981-05-24,scottglass@gmail.com,521.103.9240,2021-04-20,West Shannontown,Michigan,120667.92
204,Jason,Medina,Male,1953-04-30,jdean@hotmail.com,001-069-804-2043x940,2023-05-16,North Paulview,Texas,90228.01
205,Melissa,Keller,Male,1998-04-10,carternicole@hall-james.com,798-123-8780x03845,2023-10-18,Garnertown,Minnesota,66571.50
206,Gabrielle,Kelly,Male,1960-01-13,lisa46@raymond.com,,2018-01-15,Pennyberg,Colorado,36478.61
